Time,MinTemp,Cloudness,Qout,24h out,Qd,%,Qf,Qbs a,Qbs w,Qbs s,% bs a/d,% bs w/d,% bs s/d,% f/d,Qhwp,% hw
270,9E+00,67,8.24146312E+01,1.9779511488E+03,1.9386630903268015E+03,9.801369925151922E-01,1.4171067943862904E+03,1.9035768676051625E+03,1.8989782585974285E+03,1.7485329150675955E+03,1.8098153772414506E-02,2.047020543558352E-02,9.807282978042128E-02,2.690288470146672E-01,4.96E+03,3.908594940175003E-01
271,7E+00,62,9.73991096E+01,2.3375786304000003E+03,2.938374075685333E+03,1.2570161437446603E+00,2.1029197317496187E+03,2.8849855663530093E+03,2.8776115869566815E+03,0E+00,1.816940524152688E-02,2.067894936572352E-02,1E+00,2.8432538622260234E-01,4.96E+03,5.924141281623655E-01
272,6E+00,83,1.048913488E+02,2.5173923712E+03,1.3150082825234372E+03,5.223692172772392E-01,9.417046839330246E+02,1.2899305012113673E+03,1.289331745636305E+03,0E+00,1.907043601576942E-02,1.9525760581416404E-02,1E+00,2.8387927555411374E-01,4.96E+03,2.651226376055317E-01
273,5E+00,64,1.12383588E+02,2.697206112E+03,2.7860741659981E+03,1.0329481879796734E+00,1.9963778103777222E+03,2.730279836053607E+03,2.7347187119636833E+03,0E+00,2.00261466925109E-02,1.843290988487331E-02,1E+00,2.834441255218603E-01,4.96E+03,5.617085012092944E-01
274,6E+00,60,1.048913488E+02,2.5173923712E+03,3.096882850746216E+03,1.230194738879733E+00,2.220210101243615E+03,3.0317346370820906E+03,3.042995896839812E+03,0E+00,2.103670587617725E-02,1.7400385001137393E-02,1E+00,2.830823094555741E-01,4.96E+03,6.243715424891564E-01
275,9E+00,65,8.24146312E+01,1.9779511488E+03,2.710962340635678E+03,1.3705911504843724E+00,1.9445496356208023E+03,2.650989454106189E+03,2.6663775850043953E+03,0E+00,2.2122360620998614E-02,1.64460992183419E-02,1E+00,2.8270872432523875E-01,4.96E+03,5.465649880313868E-01
276,7E+00,77,9.73991096E+01,2.3375786304000003E+03,1.7825629621735952E+03,7.625681288284911E-01,1.2790140707802605E+03,1.7410820924231484E+03,1.7548417456350548E+03,0E+00,2.3270353210899538E-02,1.555132532583205E-02,1E+00,2.824858936703839E-01,4.96E+03,3.5938769398661197E-01
277,7E+00,74,9.73991096E+01,2.3375786304000003E+03,2.016406148511859E+03,8.626046295464367E-01,1.4472708057340442E+03,1.967074476967467E+03,1.9867070393032952E+03,0E+00,2.4465146359923452E-02,1.4728733707979592E-02,1E+00,2.822523345298497E-01,4.96E+03,4.0653349768384256E-01
278,4E+00,71,1.198758272E+02,2.8770198528E+03,2.2503158174444097E+03,7.821690264856311E-01,1.6156669915437326E+03,2.192449220005843E+03,2.218894759932543E+03,0E+00,2.5714878325071286E-02,1.3962954563217868E-02,1E+00,2.8202655866385073E-01,4.96E+03,4.536927051299213E-01
279,4E+00,65,1.198758272E+02,2.8770198528E+03,2.718109876806074E+03,9.44765770093915E-01,1.951879776701968E+03,2.6446056993884054E+03,2.682062591580186E+03,0E+00,2.7042386345337937E-02,1.3261894058618965E-02,1E+00,2.81898133199997E-01,4.96E+03,5.480060235496117E-01
280,4E+00,75,1.198758272E+02,2.8770198528E+03,1.8838828718732814E+03,6.548035704514974E-01,1.3584136681187035E+03,1.8287475711441862E+03,1.8612856407841937E+03,0E+00,2.9266841135547884E-02,1.199502974758591E-02,1E+00,2.789288079423248E-01,4.96E+03,3.798150951357422E-01
281,4E+00,94,1.198758272E+02,2.8770198528E+03,4.5265132906693066E+02,1.5733340478217317E-01,3.264447959000346E+02,4.3874797646075643E+02,4.4745404767285504E+02,0E+00,3.071536901224577E-02,1.1481864871111707E-02,1E+00,2.788162213663461E-01,4.96E+03,9.126034860220376E-02
282,4E+00,76,1.198758272E+02,2.8770198528E+03,1.8126452090756707E+03,6.30042648927692E-01,1.307600717428345E+03,1.7542176074037422E+03,1.7926657386522884E+03,0E+00,3.2233335778777454E-02,1.1022273042373429E-02,1E+00,2.7862291479801776E-01,4.96E+03,3.654526631200949E-01
283,5E+00,76,1.12383588E+02,2.697206112E+03,1.8148042664165278E+03,6.728459713710332E-01,1.3091547401871196E+03,1.75353931367223E+03,1.7955187984939514E+03,0E+00,3.375843548421348E-02,1.062674817304513E-02,1E+00,2.7862482780462733E-01,4.96E+03,3.658879569388161E-01
284,5E+00,61,1.12383588E+02,2.697206112E+03,2.952358082034771E+03,1.094598617769546E+00,2.1301696861423366E+03,2.8479356701148154E+03,2.921991681613771E+03,0E+00,3.536915544065303E-02,1.0285473366452804E-02,1E+00,2.7848532361148437E-01,4.96E+03,5.952334842812038E-01
285,5E+00,51,1.12383588E+02,2.697206112E+03,3.7141013593041807E+03,1.377017997541962E+00,2.67961742355193E+03,3.57675273629396E+03,3.6769371628743825E+03,0E+00,3.698031090781873E-02,1.0006241842780697E-02,1E+00,2.785287302837789E-01,4.96E+03,7.4881075792423E-01
286,3E+00,56,1.273680664E+02,3.0568335936000003E+03,3.3389668596751603E+03,1.0922959191059185E+00,2.408984122124965E+03,3.209843350119646E+03,3.30629528949804E+03,0E+00,3.86716954621335E-02,9.784933948190976E-03,1E+00,2.78524099409801E-01,4.96E+03,6.73178802353863E-01
287,4E+00,62,1.198758272E+02,2.8770198528E+03,2.8872299902891373E+03,1.0035488588927186E+00,2.0828739936351176E+03,2.770601352081252E+03,2.8594648769544538E+03,0E+00,4.039464767273548E-02,9.616522905368744E-03,1E+00,2.7859089832101264E-01,4.96E+03,5.821028206228099E-01
288,4E+00,59,1.198758272E+02,2.8770198528E+03,3.1188298929501025E+03,1.0840487909441312E+00,2.249771800512516E+03,2.987297992097378E+03,3.089168151705966E+03,0E+00,4.217347703061435E-02,9.510535124466066E-03,1E+00,2.786487632435587E-01,4.96E+03,6.287963493851013E-01
289,5E+00,73,1.12383588E+02,2.697206112E+03,2.0563828143699884E+03,7.624121883830243E-01,1.4831923629407631E+03,1.965956691593788E+03,2.036926140594585E+03,0E+00,4.39733896550308E-02,9.461601040156776E-03,1E+00,2.7873723093957725E-01,4.96E+03,4.1459330934878796E-01
290,3E+00,79,1.273680664E+02,3.0568335936000003E+03,1.601438451002474E+03,5.238880043569781E-01,1.1548015324077398E+03,1.5280981968186654E+03,1.5863147798790287E+03,0E+00,4.5796486363805504E-02,9.443804171167514E-03,1E+00,2.788973365258882E-01,4.96E+03,3.228706554440472E-01
291,3E+00,80,1.273680664E+02,3.0568335936000003E+03,1.5269810466087833E+03,4.9953031457315084E-01,1.100902140940132E+03,1.4541877410119578E+03,1.5124576944155679E+03,0E+00,4.767138777425538E-02,9.511154198979698E-03,1E+00,2.790335260643308E-01,4.96E+03,3.078590819775773E-01
292,1E+00,83,1.423525448E+02,3.4164610752E+03,1.2995967452529535E+03,3.803926685091458E-01,9.367534272759382E+02,1.2351949756478093E+03,1.2871013579527275E+03,0E+00,4.9555194594311784E-02,9.61481886274959E-03,1E+00,2.7919685033251723E-01,4.96E+03,2.6201547283325677E-01
293,-1E+00,67,1.573370232E+02,3.7760885568000003E+03,2.5258150979659063E+03,6.688972093669268E-01,1.8201216401686324E+03,2.3957478551939976E+03,2.501145791114298E+03,0E+00,5.1495156108875374E-02,9.766869661787615E-03,1E+00,2.793923665930987E-01,4.96E+03,5.092369149124811E-01
294,1E+00,86,1.423525448E+02,3.4164610752E+03,1.0728967695472195E+03,3.140374633082603E-01,7.729415157906907E+02,1.0155244482874497E+03,1.0621977165347635E+03,0E+00,5.3474223138897096E-02,9.972117836622024E-03,1E+00,2.795751299382839E-01,4.96E+03,2.1630983257000394E-01
295,2E+00,88,1.348603056E+02,3.2366473344E+03,9.493346175352884E+02,2.9330801890137753E-01,6.796087303938641E+02,8.978983936386295E+02,9.39662996589504E+02,0E+00,5.418134232816697E-02,1.0187789181115478E-02,1E+00,2.841209855400624E-01,4.96E+03,1.9139810837405008E-01
296,0E+00,91,1.49844784E+02,3.596274816E+03,7.131414885674275E+02,1.9830005354280117E-01,5.103238395542638E+02,6.730921643642914E+02,7.056877003262955E+02,0E+00,5.615901591083691E-02,1.0452046838707065E-02,1E+00,2.844002940013877E-01,4.96E+03,1.437785259208523E-01
297,-1E+00,74,1.573370232E+02,3.7760885568000003E+03,2.06314299884398E+03,5.463703956647576E-01,1.4757235557037825E+03,1.9431299714175252E+03,2.040953657519623E+03,0E+00,5.816999960434169E-02,1.0755115538181332E-02,1E+00,2.847206633128873E-01,4.96E+03,4.1595624976693146E-01
298,-1E+00,79,1.573370232E+02,3.7760885568000003E+03,1.6692064033836934E+03,4.4204641344488005E-01,1.1932989709545427E+03,1.5687396352425258E+03,1.6506505494952964E+03,0E+00,6.018834335736348E-02,1.1116572432733257E-02,1E+00,2.851099968610388E-01,4.96E+03,3.3653354906929306E-01
299,-1E+00,89,1.573370232E+02,3.7760885568000003E+03,8.75650901131262E+02,2.3189363489751458E-01,6.257117060320173E+02,8.211791890669696E+02,8.65579222466894E+02,0E+00,6.220711015533693E-02,1.1501933763051373E-02,1E+00,2.8543246489707924E-01,4.96E+03,1.7654252038936735E-01
300,-3E+00,86,1.723215016E+02,4.1357160384E+03,1.1164072642157707E+03,2.699429201255508E-01,7.9728504742679E+02,1.0446593374754436E+03,1.1030779927055432E+03,0E+00,6.426680391651422E-02,1.1939434592976103E-02,1E+00,2.8584749223496914E-01,4.96E+03,2.2508210972092152E-01
301,-2E+00,92,1.648292624E+02,3.9559022976E+03,8.474023781035469E+02,2.1421216055251316E-01,5.883657782389906E+02,7.936177123276238E+02,8.37394658478754E+02,0E+00,6.347004347130937E-02,1.180987908859755E-02,1E+00,3.0568311649569585E-01,4.96E+03,1.7084725364990863E-01
302,-2E+00,79,1.648292624E+02,3.9559022976E+03,2.2281367377088454E+03,5.63243621830759E-01,1.5461779214344137E+03,2.082204212980618E+03,2.200804187820946E+03,0E+00,6.549531824437613E-02,1.2266998441040395E-02,1E+00,3.060668605893901E-01,4.96E+03,4.4922111647355756E-01
303,-1E+00,95,1.573370232E+02,3.7760885568000003E+03,5.313642549377137E+02,1.407181656216272E-01,3.685289310156856E+02,4.954826474501284E+02,5.245821252344133E+02,0E+00,6.752732641338702E-02,1.2763616747414254E-02,1E+00,3.0644764379402134E-01,4.96E+03,1.0712989010841001E-01
304,1E+00,91,1.423525448E+02,3.4164610752E+03,9.579582363067152E+02,2.8039489261578554E-01,6.640846717393381E+02,8.91306090088905E+02,9.452117340865703E+02,0E+00,6.957729856238719E-02,1.3305905974865211E-02,1E+00,3.067707478567842E-01,4.96E+03,1.9313674119087001E-01
305,1E+00,94,1.423525448E+02,3.4164610752E+03,6.397067423963281E+02,1.8724250864145425E-01,4.4323010451538664E+02,5.938853996063232E+02,6.308299287134632E+02,0E+00,7.162866944056136E-02,1.3876379744900774E-02,1E+00,3.071354807750565E-01,4.96E+03,1.2897313354764678E-01
306,0E+00,89,1.49844784E+02,3.596274816E+03,1.1747424688378387E+03,3.266553667176248E-01,8.135595941958672E+02,1.088181854406263E+03,1.1577340429046394E+03,0E+00,7.368475791737497E-02,1.4478429429750339E-02,1E+00,3.0745706758970426E-01,4.96E+03,2.3684323968504814E-01
307,-1E+00,89,1.573370232E+02,3.7760885568000003E+03,1.1767225317611142E+03,3.1162471802788255E-01,8.145222665693709E+02,1.0876205925208906E+03,1.1589352832175175E+03,0E+00,7.572043267232376E-02,1.5115924156713421E-02,1E+00,3.078043085056465E-01,4.96E+03,2.3724244591957946E-01
308,1E+00,94,1.423525448E+02,3.4164610752E+03,6.429636850043458E+02,1.8819581750004474E-01,4.448107655089254E+02,5.929659331691865E+02,6.328197392901299E+02,0E+00,7.776139306346883E-02,1.577685637742886E-02,1E+00,3.0818679828563117E-01,4.96E+03,1.2962977520248908E-01
309,0E+00,92,1.49844784E+02,3.596274816E+03,8.587482733903609E+02,2.3878827879608877E-01,5.938376346491127E+02,7.90178874732855E+02,8.445960547422178E+02,0E+00,7.984807746604497E-02,1.648005485038101E-02,1E+00,3.0848462459828185E-01,4.96E+03,1.7313473253837922E-01
310,0E+00,97,1.49844784E+02,3.596274816E+03,3.225845856004617E+02,8.969964813736352E-02,2.2297834272849474E+02,2.961787672504971E+02,3.1703736483345904E+02,0E+00,8.185703697159796E-02,1.7196174320223676E-02,1E+00,3.0877558109777337E-01,4.96E+03,6.503721483880276E-02
311,-1E+00,89,1.573370232E+02,3.7760885568000003E+03,1.1848275589973966E+03,3.137711261733396E-01,8.186212337843813E+02,1.0854495414043074E+03,1.1635758294928683E+03,0E+00,8.387551153619602E-02,1.793655907405767E-02,1E+00,3.0907985084589E-01,4.96E+03,2.388765239914106E-01
312,-5E+00,82,1.8730598E+02,4.49534352E+03,1.9421482363527389E+03,4.3203555583950987E-01,1.341367662630973E+03,1.77528475483161E+03,1.9058057397150835E+03,0E+00,8.591696472895934E-02,1.871252459385117E-02,1E+00,3.0933816609694176E-01,4.96E+03,3.9156214442595544E-01
313,-8E+00,77,2.097826976E+02,5.0347847424E+03,2.4858924833623378E+03,4.937435482449947E-01,1.7162431702102413E+03,2.267381474752581E+03,2.437424345842541E+03,0E+00,8.790042613355735E-02,1.949727827900302E-02,1E+00,3.096068387121449E-01,4.96E+03,5.011880006778907E-01
314,-1E+01,55,2.24767176E+02,5.394412224E+03,4.872479286340917E+03,9.032456334469623E-01,3.362744438448327E+03,4.434431435598243E+03,4.773505953334727E+03,0E+00,8.990245519784104E-02,2.0312725245162772E-02,1E+00,3.098494132391385E-01,4.96E+03,9.823546948267977E-01
315,-7E+00,77,2.022904584E+02,4.8549710016E+03,2.494636709620916E+03,5.138314335551718E-01,1.7210489761131507E+03,2.265516600531769E+03,2.4419495231829774E+03,0E+00,9.184508037002473E-02,2.1120184047137298E-02,1E+00,3.10100356706977E-01,4.96E+03,5.02950949520346E-01
316,-6E+00,86,1.947982192E+02,4.675157260800001E+03,1.5211797255015244E+03,3.253750923538397E-01,1.0491928424360453E+03,1.3785041839993155E+03,1.4877605734845974E+03,0E+00,9.379269202077326E-02,2.1969233126551756E-02,1E+00,3.102768694276857E-01,4.96E+03,3.0668946078659765E-01
317,-5E+00,89,1.8730598E+02,4.49534352E+03,1.1971910173435099E+03,2.6631802709117763E-01,8.254893733641256E+02,1.082622314655186E+03,1.1698788630024574E+03,0E+00,9.569793042930139E-02,2.281353096154722E-02,1E+00,3.104781430821009E-01,4.96E+03,2.4136915672248183E-01
318,-4E+00,96,1.798137408E+02,4.3155297792E+03,4.3606353924883354E+02,1.0104519295651104E-01,3.006229869294374E+02,3.934874366186713E+02,4.2573199225366966E+02,0E+00,9.763738262433982E-02,2.3692755906538483E-02,1E+00,3.1059820445595393E-01,4.96E+03,8.791603613887773E-02
319,-5E+00,93,1.8730598E+02,4.49534352E+03,7.644633684245487E+02,1.7005671869644984E-01,5.26913297379409E+02,6.884091134948469E+02,7.4568312294361E+02,0E+00,9.948711484559286E-02,2.45665734378381E-02,1E+00,3.107409469922633E-01,4.96E+03,1.5412567911785255E-01
320,-5E+00,92,1.8730598E+02,4.49534352E+03,8.750854584617695E+02,1.9466486922934187E-01,6.030986828493576E+02,7.864159886360701E+02,8.528116778052736E+02,0E+00,1.0132664069354211E-01,2.5453263382583084E-02,1E+00,3.108116732856147E-01,4.96E+03,1.764285198511632E-01
321,-4E+00,97,1.798137408E+02,4.3155297792E+03,3.287096583427933E+02,7.61690163574143E-02,2.2651242912808453E+02,2.9479647247376545E+02,3.2004723800180903E+02,0E+00,1.0317064013270226E-01,2.6352801389093062E-02,1E+00,3.109042482351793E-01,4.96E+03,6.627210853685349E-02
322,-4E+00,88,1.798137408E+02,4.3155297792E+03,1.3170250095512883E+03,3.051826952739588E-01,9.074791279183501E+02,1.1787957469197127E+03,1.281152346683217E+03,0E+00,1.0495568544948931E-01,2.7237647431078933E-02,1E+00,3.109628736454071E-01,4.96E+03,2.6552923579663074E-01
323,-5E+00,96,1.8730598E+02,4.49534352E+03,4.397092107090794E+02,9.781437364081118E-02,3.029816157684463E+02,3.927919671815022E+02,4.273368933585701E+02,0E+00,1.0670061573629087E-01,2.8137498713200964E-02,1E+00,3.1095003609350097E-01,4.96E+03,8.865105054618537E-02
324,-5E+00,96,1.8730598E+02,4.49534352E+03,4.4040656525223625E+02,9.79695018395916E-02,3.0347922250703516E+02,3.9266522319146014E+02,4.276186085546464E+02,0E+00,1.0840288457878229E-01,2.9036707684559012E-02,1E+00,3.1091122055997966E-01,4.96E+03,8.879164622020892E-02
325,-5E+00,96,1.8730598E+02,4.49534352E+03,4.4109129206375746E+02,9.81218209690363E-02,3.039746835825489E+02,3.9253960501480935E+02,4.278814785379868E+02,0E+00,1.100717423411076E-01,2.994802609674106E-02,1E+00,3.108576635908494E-01,4.96E+03,8.892969598059626E-02
326,-6E+00,98,1.947982192E+02,4.675157260800001E+03,2.2088001443608272E+02,4.724547263641914E-02,1.522372802450037E+02,1.9620052369185285E+02,2.140669667068247E+02,0E+00,1.1173256578798126E-01,3.0845016678634447E-02,1E+00,3.107693304273237E-01,4.96E+03,4.4532260975016676E-02
327,-6E+00,91,1.947982192E+02,4.675157260800001E+03,9.954575605393483E+02,2.1292493599862525E-01,6.862711883612935E+02,8.826327402325408E+02,9.638521972760655E+02,0E+00,1.1333965884560462E-01,3.1749583825712024E-02,1E+00,3.1059724134350297E-01,4.96E+03,2.00697088818417E-01
328,-8E+00,85,2.097826976E+02,5.0347847424E+03,1.6614140111164968E+03,3.299870989766541E-01,1.145650543136766E+03,1.4705691875556934E+03,1.607175138106975E+03,0E+00,1.1486891424043827E-01,3.2646211387775854E-02,1E+00,3.1043645023381594E-01,4.96E+03,3.349625022412292E-01
329,-1E+01,78,2.24767176E+02,5.394412224E+03,2.4404070602390875E+03,4.5239536003229397E-01,1.6833438094500607E+03,2.156358469850175E+03,2.3585786979483223E+03,0E+00,1.1639393895257971E-01,3.3530620208396165E-02,1E+00,3.102200707101942E-01,4.96E+03,4.9201755246755796E-01
330,-9E+00,68,2.172749368E+02,5.2145984832E+03,3.5547056274425777E+03,6.816834774326077E-01,2.4527426010597587E+03,3.1358086552434092E+03,3.432406662332585E+03,0E+00,1.1784294287697254E-01,3.440480814102762E-02,1E+00,3.1000120456546015E-01,4.96E+03,7.1667452166181E-01
331,-8E+00,90,2.097826976E+02,5.0347847424E+03,1.112331676768284E+03,2.2092934130845357E-01,7.677935378446308E+02,9.796644148280068E+02,1.0730892758512412E+03,0E+00,1.1926951709738454E-01,3.5279406077021735E-02,1E+00,3.0974406835617413E-01,4.96E+03,2.242604187032831E-01
332,-7E+00,78,2.022904584E+02,4.8549710016E+03,2.450375006667501E+03,5.047146534675403E-01,1.6922558208491755E+03,2.1547590250020307E+03,2.361831756634769E+03,0E+00,1.2064111854760838E-01,3.61345711541314E-02,1E+00,3.093890460666118E-01,4.96E+03,4.9402721908618974E-01
333,-1E+01,82,2.24767176E+02,5.394412224E+03,2.0071996293268585E+03,3.7208866248610567E-01,1.386936534301176E+03,1.7623806499643317E+03,1.93299269483054E+03,0E+00,1.2197041877923735E-01,3.697038072949674E-02,1E+00,3.090191358961621E-01,4.96E+03,4.046773446223505E-01
334,-1E+01,99,2.24767176E+02,5.394412224E+03,1.1165098180362718E+02,2.0697524988336373E-02,7.719269249975736E+01,9.789217252535317E+01,1.0743040487114516E+02,0E+00,1.2323052655706263E-01,3.780152099249068E-02,1E+00,3.086250451829917E-01,4.96E+03,2.2510278589440963E-02
335,-9E+00,91,2.172749368E+02,5.2145984832E+03,1.0060197573976245E+03,1.9292372378021874E-01,6.959719678926404E+02,8.808320067504048E+02,9.671696590678994E+02,0E+00,1.2443866010251703E-01,3.861762956845173E-02,1E+00,3.0819254515141625E-01,4.96E+03,2.0282656399145654E-01
336,-1E+01,90,2.24767176E+02,5.394412224E+03,1.1190242834736675E+03,2.0744137396379805E-01,7.746792984858835E+02,9.784688411553508E+02,1.074919531680665E+03,0E+00,1.256053549454758E-01,3.941357881537027E-02,1E+00,3.0771895666005633E-01,4.96E+03,2.2560973457130393E-01
337,-1.2E+01,72,2.397516544E+02,5.7540397056E+03,3.136898418299689E+03,5.451645415735953E-01,2.173186937131322E+03,2.7395678083208413E+03,3.010844631663207E+03,0E+00,1.2666352460154434E-01,4.0184210588753516E-02,1E+00,3.072179435414213E-01,4.96E+03,6.324391972378406E-01
338,-1.4E+01,86,2.547361328E+02,6.113667187200001E+03,1.5700101487727015E+03,2.5680333925598436E-01,1.0885885099176508E+03,1.3694590805539447E+03,1.505727245881449E+03,0E+00,1.2773870817047306E-01,4.094425946322911E-02,1E+00,3.066360043795799E-01,4.96E+03,3.165343041880447E-01
339,-1E+01,99,2.24767176E+02,5.394412224E+03,1.1224165703205152E+02,2.0807022595099978E-02,7.789412011287341E+01,9.779433772664957E+01,1.0756337368104694E+02,0E+00,1.287161975992247E-01,4.168045514214622E-02,1E+00,3.060141646819228E-01,4.96E+03,2.2629366337107163E-02
340,-1.1E+01,96,2.322594152E+02,5.5742259648E+03,4.4937770495584186E+02,8.06170592641135E-02,3.121290017269912E+02,3.9112018650602323E+02,4.303265284915893E+02,0E+00,1.2964042899178396E-01,4.239457421708242E-02,1E+00,3.05419476122736E-01,4.96E+03,9.060034374109716E-02
341,-1E+01,91,2.24767176E+02,5.394412224E+03,1.0118979454701819E+03,1.8758261390707207E-01,7.03594059434393E+02,8.798174425781667E+02,9.682917067488494E+02,0E+00,1.3052749388738352E-01,4.30935144364491E-02,1E+00,3.0467883388431466E-01,4.96E+03,2.0401168255447216E-01
342,-1.1E+01,99,2.322594152E+02,5.5742259648E+03,1.125326252043827E+02,2.0188027165565454E-02,7.832609535064515E+01,9.775244298354785E+01,1.07608610887434E+02,0E+00,1.3134130830051244E-01,4.3756326736407836E-02,1E+00,3.039698913236171E-01,4.96E+03,2.2688029275077157E-02
343,-1.1E+01,87,2.322594152E+02,5.5742259648E+03,1.4638021265244436E+03,2.626018636072576E-01,1.0199761357761706E+03,1.270467087821809E+03,1.3988008827742522E+03,0E+00,1.3207730416519944E-01,4.44057585191013E-02,1E+00,3.0320081020927636E-01,4.96E+03,2.951213964767023E-01
344,-1.1E+01,88,2.322594152E+02,5.5742259648E+03,1.3521223156774377E+03,2.4256682886840075E-01,9.431879980374842E+02,1.1726257163598896E+03,1.2912826545746316E+03,0E+00,1.3275174681782928E-01,4.499567856945277E-02,1E+00,3.024388495763196E-01,4.96E+03,2.726053055801286E-01
345,-1.3E+01,90,2.472438936E+02,5.9338534464E+03,1.1275185682890265E+03,1.9001456279192044E-01,7.875020245037495E+02,9.771399217321609E+02,1.0761166072170033E+03,0E+00,1.3337132601289245E-01,4.558857168092937E-02,1E+00,3.0156181312494157E-01,4.96E+03,2.2732229199375534E-01
346,-1.5E+01,88,2.6222837200000004E+02,6.293480928000001E+03,1.3535703202451755E+03,2.150749856447607E-01,9.465999908642239E+02,1.1722874382873379E+03,1.291228780757593E+03,0E+00,1.339294155954907E-01,4.605711174007588E-02,1E+00,3.006643417737144E-01,4.96E+03,2.728972419849144E-01
347,-1.4E+01,93,2.547361328E+02,6.113667187200001E+03,7.8997789529584E+02,1.2921506374272265E-01,5.531876953561836E+02,6.8378206372104E+02,7.534543405125561E+02,0E+00,1.344288646646632E-01,4.623364147373532E-02,1E+00,2.997428172986797E-01,4.96E+03,1.5926973695480645E-01
348,-1.6E+01,85,2.697206112E+02,6.4732946688E+03,1.693545467716277E+03,2.6162032695326404E-01,1.1875421139603704E+03,1.4652008125621114E+03,1.6150301426143803E+03,0E+00,1.3483231451830177E-01,4.6361509979282345E-02,1E+00,2.987834477442435E-01,4.96E+03,3.414406184911849E-01
349,-1.5E+01,84,2.6222837200000004E+02,6.293480928000001E+03,1.8069648916689075E+03,2.871169250119808E-01,1.2689104770877561E+03,1.562606448134305E+03,1.7229567608574698E+03,0E+00,1.3523142849162598E-01,4.649129111404491E-02,1E+00,2.97766944483468E-01,4.96E+03,3.643074378364733E-01
350,-1.6E+01,71,2.697206112E+02,6.4732946688E+03,3.2761586577879098E+03,5.061037424386605E-01,2.304058811973552E+03,2.8322542883093097E+03,3.123699077108949E+03,0E+00,1.3549538219810392E-01,4.6536079782504444E-02,1E+00,2.9671940444750244E-01,4.96E+03,6.605158584249818E-01
351,-1.4E+01,88,2.547361328E+02,6.113667187200001E+03,1.355963548162563E+03,2.217921758975534E-01,9.549973945213696E+02,1.1718698077386487E+03,1.292778445189824E+03,0E+00,1.3576599509136938E-01,4.659793624862552E-02,1E+00,2.957057025496991E-01,4.96E+03,2.7337974761342E-01
352,-1.7E+01,87,2.772128504E+02,6.6531084095999995E+03,1.469112969098564E+03,2.2081602743444406E-01,1.0363507129054003E+03,1.2694469466494447E+03,1.4006772941144045E+03,0E+00,1.3590923683127826E-01,4.658299016048514E-02,1E+00,2.9457384509967477E-01,4.96E+03,2.96192130866646E-01
353,-1.8E+01,66,2.847050896E+02,6.8329221504E+03,3.842802822447371E+03,5.623952297220909E-01,2.715163030058597E+03,3.3201743252947117E+03,3.6639621404865647E+03,0E+00,1.3600190311607302E-01,4.6539125274949175E-02,1E+00,2.9344201211724225E-01,4.96E+03,7.747586335579377E-01
354,-1.9E+01,92,2.9219732880000004E+02,7.012735891200001E+03,9.041312411358365E+02,1.2892703435051564E-01,6.399212100018688E+02,7.811346710773528E+02,8.621181336763693E+02,0E+00,1.3603840290262104E-01,4.646793026053072E-02,1E+00,2.922253087970366E-01,4.96E+03,1.8228452442254767E-01
355,-1.6E+01,58,2.697206112E+02,6.4732946688E+03,4.746602088077442E+03,7.332590791757287E-01,3.365254888242951E+03,4.101032696280012E+03,4.526558583424781E+03,0E+00,1.3600663797350473E-01,4.635811061672281E-02,1E+00,2.9101811658157983E-01,4.96E+03,9.569762274349682E-01
356,-1.9E+01,74,2.9219732880000004E+02,7.012735891200001E+03,2.937917105726772E+03,4.189402183837332E-01,2.086527504657931E+03,2.5386502057303123E+03,2.8021602188849424E+03,0E+00,1.3590134970730924E-01,4.6208549103446094E-02,1E+00,2.897936090195532E-01,4.96E+03,5.923219971223331E-01
357,-1.8E+01,90,2.847050896E+02,6.8329221504E+03,1.1296491199912384E+03,1.653244534514576E-01,8.037716056783046E+02,9.763271037810505E+02,1.0776596980433665E+03,0E+00,1.357253447082552E-01,4.60226286444371E-02,1E+00,2.8847675667242706E-01,4.96E+03,2.2775183870791096E-01
358,-1.8E+01,94,2.847050896E+02,6.8329221504E+03,6.776134091886538E+02,9.916890523170768E-02,4.830223388913257E+02,5.857839373513743E+02,6.465618210122063E+02,0E+00,1.3551897083505524E-01,4.582493167251129E-02,1E+00,2.871712213167732E-01,4.96E+03,1.3661560669126085E-01
359,-1.6E+01,81,2.697206112E+02,6.4732946688E+03,2.145132863242893E+03,3.313819272868898E-01,1.53198665326512E+03,1.855042125158226E+03,2.0473660210484563E+03,0E+00,1.3523206093916432E-01,4.5576124383567625E-02,1E+00,2.8583134428832196E-01,4.96E+03,4.3248646436348653E-01
360,-1.8E+01,77,2.847050896E+02,6.8329221504E+03,2.5955960458871814E+03,3.798661815187277E-01,1.8572036456275998E+03,2.245555266579751E+03,2.478064065328663E+03,0E+00,1.3485949782597448E-01,4.528130667510914E-02,1E+00,2.844789355530078E-01,4.96E+03,5.233056544127381E-01
361,-1.7E+01,88,2.772128504E+02,6.6531084095999995E+03,1.3535746906679356E+03,2.0344996764441955E-01,9.704021637577703E+02,1.1716001845042372E+03,1.292710526628708E+03,0E+00,1.3443994440668888E-01,4.496550095007575E-02,1E+00,2.830819234076288E-01,4.96E+03,2.728981231185354E-01
